Name,Goal,Status,Currency,DeadlineDate,NamefromUrl,N_Category,N_Location,N_min_Price,N_FAQ,N_Updates,N_Comments,N_ScrapeDate,D_Target,D_backers,D_TotalAmountPledged,D_FAQ,D_updates,D_Comments,D_StartDate,D_EndDate,D_ended
Hordes - a zombie survival board game.,500,live,GBP,11-25-2017,hordes-a-zombie-survival-board-game,Tabletop Games,Derby UK,7,0,0,0,11-17-2017,0,17,237,0,5,9,11-17-2017,11-24-2017,ended
Kentrona Miniatures,6000,live,USD,02-08-2018,kentrona-miniatures,Tabletop Games,Detroit MI,10,0,0,0,01-09-2018,0,9,36,0,4,7,01-09-2018,02-08-2018,ended
3D printable Miniature Bases for Wargames / Tabletop,500,live,EUR,01-06-2018,3d-printable-miniatures-bases-for-wargames-tableto,Tabletop Games,Deutsch Germany,7,0,0,1,12-05-2017,1,81,2925,0,0,0,12-05-2017,01-06-2018,ended
Prismal: Les Royaumes d'Isempar,6000,live,EUR,12-18-2017,prismal-les-royaumes-disempar,Tabletop Games,Dinan France,15,0,1,32,11-28-2017,0,277,5399,0,4,66,11-28-2017,12-04-2017,ended
Vert Pong - Pong on Steroids AND Party Pong for UNDER 21!,9000,live,USD,02-13-2018,vert-pong-pong-on-steroids-and-party-pong-for-unde,Tabletop Games,Dobbs Ferry NY,0,0,0,0,01-14-2018,0,1,74,0,0,0,01-14-2018,01-14-2018,ended
Heropath - Dragon Roar,12500,live,USD,01-30-2018,heropath-dragon-roar-0,Tabletop Games,Dordrecht Netherlands,49,0,1,27,01-02-2018,1,262,19180,0,0,0,01-02-2018,01-30-2018,ended
SAVAGE ORCS TEAM FOR FANTASY FOOTBALL BY PUNGA MINIATURES,2500,live,EUR,02-15-2018,savage-orcs-team-for-fantasy-football-by-punga-min,Tabletop Games,Dresden Germany,15,3,2,7,01-16-2018,1,205,16841,0,0,0,01-16-2018,02-15-2018,ended
The Path of Osiris Extended: Egyptian Dungeon Game Tiles,2000,live,CAD,12-15-2017,the-path-of-osiris-extended-egyptian-dungeon-game,Tabletop Games,Drummondville Canada,15,0,1,24,11-14-2017,1,208,35747,0,0,0,11-14-2017,12-14-2017,ended
Movable Type: Second Edition,4000,live,EUR,01-12-2018,movable-type-second-edition,Tabletop Games,Dublin Ireland,15,1,0,2,12-13-2017,1,567,11741,0,0,0,12-13-2017,01-12-2018,ended
Shifting Realms,10000,live,USD,11-24-2017,shifting-realms,Tabletop Games,Dunellen NJ,65,0,7,62,11-22-2017,1,265,16073,0,0,0,10-25-2017,11-24-2018,ended
AceHole: The customizable card drinking game,10000,live,USD,12-04-2017,acehole-the-customizable-card-drinking-game,Tabletop Games,Durham NC,5,3,2,2,11-22-2017,0,13,477,3,3,3,10-31-2017,12-04-2017,ended
Albedo,5000,live,EUR,11-26-2017,albedo,Tabletop Games,Dusseldorf Germany,15,0,5,9,11-22-2017,0,54,2041,0,6,13,10-28-2017,11-26-2018,ended
RELEASE THE MONKS,1000,live,GBP,02-25-2018,release-the-monks,Tabletop Games,East Riding of Yorkshire UK,40,0,0,0,02-10-2018,0,9,322,0,2,7,02-10-2018,02-25-2018,ended
Wellington in India 1796-1805 - 28mm Artillery,1000,live,GBP,12-16-2017,wellington-in-india-1796-1805-28mm-artillery,Tabletop Games,East Riding of Yorkshire UK,10,0,0,0,12-01-2017,1,12,1062,0,0,0,12-01-2017,12-16-2018,ended
Shake for Booty,5000,live,USD,12-21-2017,shake-for-booty,Tabletop Games,Eau Claire WI,15,0,0,0,11-21-2017,0,3,80,0,0,0,11-21-2017,12-21-2017,ended
3D Printable Cars (STL Files & Printed Models),500,live,CAD,01-27-2018,3d-printable-cars-stl-files-relaunch,Tabletop Games,Edmonton Canada,10,0,1,2,12-28-2017,1,62,2320,0,0,0,12-28-2017,01-27-2018,ended
GO ECO: The Classic game of survival.,15000,live,CAD,02-09-2018,go-eco-the-classic-game-of-survival,Tabletop Games,Edmonton Canada,9,0,1,6,01-25-2018,0,157,3206,0,2,42,01-25-2018,02-09-2018,ended
Investor Dice,200,live,EUR,11-30-2017,investor-dice,Tabletop Games,Eindhoven Netherlands,14,0,0,3,11-16-2017,1,12,247,0,0,0,11-16-2017,11-30-2018,ended
Darien - Apocalypse,10000,live,GBP,12-08-2017,darien-apocalypse-0,Tabletop Games,Epsom UK,35,0,0,6,11-17-2017,1,228,10191,0,0,0,11-17-2017,12-08-2017,ended
Convictions: A Card Game,7300,live,USD,01-03-2018,convictions-a-card-game,Tabletop Games,Erie PA,15,0,0,0,12-04-2017,0,6,76,0,0,0,12-04-2017,01-03-2018,ended
Student play,4980,live,EUR,02-24-2018,student-play,Tabletop Games,España Spain,25,0,0,0,01-25-2018,0,4,103,0,0,2,01-25-2018,02-24-2018,ended
Dungeon Solitaire: Devil's Playground,2500,live,USD,03-01-2018,dungeon-solitaire-devils-playground,Tabletop Games,Eugene OR,4,0,0,14,02-01-2018,1,314,13605,0,0,0,02-01-2018,03-01-2018,ended
MicRxobe,200,live,USD,02-24-2018,micrxobe,Tabletop Games,Eugene OR,9,0,0,0,02-03-2018,0,11,75,0,3,0,02-02-2018,02-20-2018,ended
Old School Miniatures presents the Alpine Dwarfs,500,live,GBP,11-26-2017,old-school-miniatures-presents-the-alpine-dwarfs,Tabletop Games,Exeter UK,5,0,6,9,11-22-2017,1,58,2178,0,0,0,11-01-2017,11-25-2017,ended
Radtown Returns - Post apocalyptic scenery and critters,1000,live,GBP,12-03-2017,radtown-returns-post-apocalyptic-scenery-and-critt,Tabletop Games,Exeter UK,12,0,3,16,11-25-2017,1,59,4387,0,0,0,11-25-2017,12-03-2018,ended
DungeonWorks - 3D Printing Modular Fantasy Dungeon Tiles,500,live,USD,12-15-2017,dungeonworks-3d-printing-modular-fantasy-dungeon-t,Tabletop Games,Fairbanks AK,40,2,1,16,11-15-2017,1,163,18796,0,0,0,11-15-2017,12-15-2018,ended
Russian Village 28mm laser-cut HDF terrain kits,3000,live,USD,12-18-2017,russian-village-28mm-laser-cut-hdf-terrain-kits,Tabletop Games,Fairfield CT,100,0,0,0,11-18-2017,1,50,8606,0,0,0,11-18-2017,12-17-2018,ended
42 Days: The Journey Out of Homelessness,26000,live,USD,02-15-2018,42-days-the-journey-out-of-homelessness,Tabletop Games,Fargo ND,5,0,0,0,01-04-2018,0,14,542,0,2,6,01-04-2018,01-29-2018,ended
Pandora's Briefcase - The Portable Tabletop Game Platform,10000,live,USD,12-27-2017,pandoras-briefcase-the-portable-tabletop-game-plat,Tabletop Games,Fayetteville AR,389,0,1,0,11-27-2017,0,5,104,0,2,0,11-27-2017,11-28-2018,ended
Western Legends,60000,live,USD,01-29-2018,western-legends,Tabletop Games,Fishers IN,60,5,2,195,01-09-2018,1,6721,568572,0,0,0,01-09-2018,01-29-2018,ended
Legacy Vault limited edition - Fang 'n Hood,1000,live,EUR,11-23-2017,legacy-vault-limited-edition-fang-n-hood,Tabletop Games,Florence Italy,45,0,5,73,11-22-2017,1,418,27074,0,0,0,10-24-2017,11-23-2018,ended
ULTRA,5000,live,EUR,12-30-2017,ultra-0,Tabletop Games,Florence Italy,10,0,0,5,12-09-2017,0,56,1251,3,4,8,12-09-2017,12-30-2018,ended
Fantasy Football Pitch Mat,2000,live,EUR,11-30-2017,fantasy-football-pitch-mat,Tabletop Games,Forli Italy,40,1,8,18,11-22-2017,1,32,2930,0,0,0,10-31-2017,11-30-2017,ended
Tabletop Talisman: A Victory Point for Fashion,2500,live,USD,11-29-2017,tabletop-talisman-a-victory-point-for-fashion,Tabletop Games,Fort Lauderdale FL,15,0,2,24,11-22-2017,1,114,3170,0,0,0,10-24-2017,11-28-2017,ended
Nighthawk Counters,5000,live,CAD,11-23-2017,nighthawk-counters,Tabletop Games,Fort Macleod Canada,16,0,3,12,11-22-2017,0,33,1933,0,4,14,10-24-2017,11-23-2017,ended
Devil's Swamp - D&D5e Module,35,live,USD,12-19-2017,devils-swamp-dandd5e-module,Tabletop Games,Fort Worth TX,8,0,0,0,12-05-2017,1,6,60,0,0,0,12-05-2017,12-19-2017,ended
Make 100: Brian's Got Game - Board Game Reviews,500,live,USD,02-15-2018,make-100-brians-got-game-board-game-reviews,Tabletop Games,Fort Worth TX,10,0,1,13,01-16-2018,1,115,2079,0,0,0,01-16-2018,02-15-2018,ended
SORCERER,100000,live,USD,12-08-2017,sorcerer-1,Tabletop Games,Framingham MA,45,3,4,504,11-22-2017,1,4604,392050,0,0,0,11-07-2017,12-07-2017,ended
Monster Slaughter by Ankama Board Games,75000,live,EUR,11-30-2017,monster-slaughter-by-ankama-board-games,Tabletop Games,France France,0,2,37,4450,11-22-2017,1,5484,399669,0,0,0,10-31-2017,11-30-2018,ended
Comet over Echo Rock a 5th edition adventure level 2-4,600,live,USD,02-11-2018,comet-over-echo-rock-a-5th-edition-adventure-level,Tabletop Games,Frankfort KY,0,0,0,0,01-13-2018,1,100,1887,0,0,0,01-13-2018,02-10-2018,ended
Agents of Mayhem: Pride of Babylon,30000,live,USD,02-27-2018,agents-of-mayhem-pride-of-babylon,Tabletop Games,Fremont OH,90,0,0,99,02-01-2018,1,1535,173898,0,0,0,02-01-2018,02-27-2018,ended
Warsong 2nd Edition for Fate Core,500,live,USD,11-25-2017,warsong-2nd-edition-for-fate-core,Tabletop Games,Frisco TX,5,0,0,0,11-19-2017,0,16,360,0,2,0,11-18-2017,11-24-2017,ended
Warsong Second Edition for Fate Core,50,live,USD,12-17-2017,warsong-second-edition-for-fate-core,Tabletop Games,Frisco TX,5,7,0,0,11-29-2017,1,37,992,0,0,0,11-29-2017,12-17-2017,ended
Supernatural Socks - A Tabletop Game About Lost Socks,10000,live,USD,01-31-2018,supernatural-socks-a-tabletop-game-about-lost-sock,Tabletop Games,Gainesville FL,19,0,0,20,01-10-2018,1,463,16645,0,0,0,01-10-2018,01-31-2018,ended
The Contender,500,live,USD,12-10-2017,the-contender,Tabletop Games,Galesburg IL,35,0,0,0,11-10-2017,1,29,1570,0,0,0,11-10-2017,12-10-2018,ended
The Ghosts of Midlam Manor,600,live,GBP,02-18-2018,the-ghosts-of-midlam-manor,Tabletop Games,Gateshead UK,6,0,0,11,02-02-2018,1,182,5490,0,0,0,02-02-2018,02-18-2018,ended
Aeon Trespass: Nymphs,15000,live,USD,12-20-2017,aeon-trespass-nymphs,Tabletop Games,Gdansk Poland,18,0,0,10,11-20-2017,1,314,32948,0,0,0,11-20-2017,12-20-2018,ended
Dungeons & Dragons 5E Location Module: Sylvanhome,500,live,USD,12-30-2017,dungeons-and-dragons-5e-location-module-sylvanhome,Tabletop Games,Glendora CA,22,2,4,3,11-22-2017,1,65,1388,0,0,0,11-04-2017,12-30-2018,ended
Grimlight: Tiny magnet-controlled lights for miniatures,135000,live,SEK,12-29-2017,grimlight-tiny-magnet-controlled-lights-for-miniat,Tabletop Games,Gothenburg Sweden,225,7,1,21,11-21-2017,1,567,161586,0,0,0,11-21-2017,12-29-2018,ended
Spaceship Maps,2000,live,SEK,11-25-2017,spaceship-maps,Tabletop Games,Gothenburg Sweden,50,2,2,5,11-22-2017,1,138,19464,0,0,0,10-20-2017,11-25-2017,ended
FATESLAYER,6000,live,USD,02-05-2018,fateslayer,Tabletop Games,Grand Forks ND,15,4,1,28,01-06-2018,1,214,13633,0,0,0,01-06-2018,02-05-2018,ended
RESCUE MAC IN10SE MINUTES,680,live,USD,01-22-2018,rescue-mac-in10se-minutes,Tabletop Games,Grand Island NE,5,0,1,0,12-23-2017,1,133,3840,0,0,0,12-22-2017,01-21-2018,ended
The College Experience - Card Game,1000,live,USD,01-06-2018,the-college-experience-card-game,Tabletop Games,Grand Rapids MI,20,0,0,0,12-07-2017,1,59,1344,0,0,0,12-07-2017,01-06-2018,ended
The Little Game Master,5000,live,USD,02-25-2018,the-little-game-master,Tabletop Games,Grand Rapids MI,10,0,8,13,02-03-2018,1,635,18470,0,0,0,01-25-2018,02-24-2018,ended
Immigrant's Nightmare board game & mobile app,50000,live,USD,02-02-2018,immigrants-nightmare-board-game-and-mobile-app,Tabletop Games,Great Falls Overlook Sterling VA,0,0,0,0,12-04-2017,0,9,209,0,0,6,12-03-2017,02-01-2018,ended
MajiMonsters: Shattered Empire,1500,live,USD,12-01-2017,majimonsters-shattered-empire,Tabletop Games,Greenbelt MD,39,2,3,15,11-22-2017,1,96,2387,0,0,0,10-30-2017,11-30-2017,ended
War Room: A Larry Harris Game,150000,live,USD,12-09-2017,war-room-a-larry-harris-game,Tabletop Games,Greenfield MA,149,19,7,1154,11-22-2017,1,1753,402055,0,0,0,10-30-2017,12-09-2018,ended
GUNSWORD (Trigger Discipline Round 2),13600,live,USD,12-18-2017,gunsword-trigger-discipline-round-2,Tabletop Games,Greensboro NC,40,0,0,0,11-16-2017,0,187,8952,0,5,130,11-16-2017,12-17-2018,ended
Tantrum House Board Game Reviews: Season 5,3000,live,USD,02-27-2018,tantrum-house-board-game-reviews-season-5,Tabletop Games,Greenville SC,10,1,0,15,02-05-2018,1,300,6614,0,0,0,02-05-2018,02-27-2018,ended
The Legacy Line Board Game Collection,6500,live,CAD,01-15-2018,the-legacy-line-board-game-collection,Tabletop Games,Guelph Canada,0,0,0,0,01-08-2018,1,99,17187,0,0,0,01-08-2018,01-15-2018,ended
Foreplay: An Erotic Storytelling Game,1500,live,USD,12-01-2017,foreplay-an-erotic-storytelling-game,Tabletop Games,Gwinn MI,4,0,8,4,11-22-2017,1,69,1799,0,0,0,10-30-2017,12-01-2018,ended
Dwar7s Winter,15000,live,USD,01-15-2018,dwar7s-winter,Tabletop Games,Halifax Canada,110,0,1,58,12-26-2017,1,1689,118563,0,0,0,12-26-2017,01-15-2018,ended
Payday: The Card Game,10000,live,EUR,02-20-2018,payday-the-card-game,Tabletop Games,Hamburg Germany,50,0,0,2,01-21-2018,0,22,481,0,0,7,01-21-2018,02-20-2018,ended
Gaia Project - unofficial alternative resource markers,200,live,EUR,11-29-2017,gaia-project-unofficial-alternative-resource-marke,Tabletop Games,Hanover Germany,60,0,0,0,11-22-2017,0,0,0,0,0,0,10-26-2017,11-29-2017,ended
Miniature Painting tools - Resin cast or 3D STL files,100,live,EUR,01-22-2018,miniature-painting-tools-resin-cast-or-3d-stl-file,Tabletop Games,Hanover Germany,10,0,0,0,12-23-2017,1,16,351,0,0,0,12-23-2017,01-22-2018,ended
The Bottled Imp Game,5000,live,GBP,12-24-2017,the-bottled-imp-game,Tabletop Games,Hertfordshire UK,16,0,0,13,12-01-2017,0,103,2130,0,5,22,12-01-2017,12-24-2018,ended
Hey There Foodie!,2500,live,USD,11-22-2017,hey-there-fatty,Tabletop Games,Highlands Ranch CO,15,0,3,6,11-16-2017,0,25,807,0,3,6,10-23-2017,11-22-2017,ended
MICRONOMICON: The Tiny Game of Terror,3375,live,USD,02-22-2018,micronomicon-the-tiny-game-of-terror,Tabletop Games,Hillsboro OR,20,0,1,10,01-23-2018,1,151,3502,0,0,0,01-23-2018,02-22-2018,ended
TANK TRAPS FOR YOUR BATTLEFIELD,2000,live,EUR,02-10-2018,tank-traps-for-your-battlefield,Tabletop Games,Hochwolkersdorf Austria,7,0,0,0,01-05-2018,0,0,0,0,1,0,01-05-2018,01-17-2018,ended
The Dice Tower - 2018,200000,live,USD,02-01-2018,the-dice-tower-2018,Tabletop Games,Homestead FL,10,0,1,132,01-04-2018,1,6936,295132,0,0,0,01-04-2018,02-01-2018,ended
Deja Vu: Fragments of Memory,60000,live,HKD,02-08-2018,deja-vu-fragments-of-memory,Tabletop Games,Hong Kong Hong Kong,359,0,1,22,01-09-2018,1,1721,767025,0,0,0,01-09-2018,02-08-2018,ended
Elements Dice - Dice For RPG Boardgame Player,50000,live,HKD,03-02-2018,elements-dice-dice-for-rpg-boardgame-player,Tabletop Games,Hong Kong Hong Kong,220,0,0,6,01-31-2018,0,106,30665,0,1,27,01-31-2018,02-06-2018,ended
ELFSOM - Unleash your MAX brain power in Elves Battles!,100000,live,HKD,12-14-2017,elfsom-unleash-your-max-brain-power-in-elves-battl,Tabletop Games,Hong Kong Hong Kong,230,0,1,44,11-22-2017,0,51,26350,0,1,45,11-04-2017,12-14-2017,ended
Fantasy Dice - Perfect Collection for RPG Board Game Player,50000,live,HKD,01-19-2018,fantasy-dice-perfect-collection-for-rpg-board-game,Tabletop Games,Hong Kong Hong Kong,180,0,0,9,12-09-2017,0,206,65800,0,2,38,12-09-2017,12-11-2018,ended
Fantasy Dices - Perfect Collection for RPG Board Gamers,30000,live,HKD,01-07-2018,fantasy-dices-perfect-collection-for-rpg-board-gam,Tabletop Games,Hong Kong Hong Kong,180,1,1,3,12-13-2017,0,59,14950,1,1,8,12-13-2017,12-13-2018,ended
Knight Raid Board Game,5000,live,HKD,12-19-2017,knight-raid-board-game,Tabletop Games,Hong Kong Hong Kong,130,0,0,0,11-10-2017,1,54,10941,0,0,0,11-10-2017,12-19-2017,ended
Time Portal,2000000,live,HKD,02-07-2018,time-portal,Tabletop Games,Hong Kong Hong Kong,1950,0,0,0,01-08-2018,0,8,5195,0,0,5,01-08-2018,02-07-2018,ended
Border Tensions: Series 2! WildCats Demons Sprites Pandas,6000,live,USD,12-16-2017,border-tensions-series-2-wildcats-demons-sprites-p,Tabletop Games,Honolulu HI,25,0,0,0,11-16-2017,0,4,144,0,3,0,11-16-2017,12-16-2017,ended
Fantasy Football Goblin Dice,500,live,GBP,02-01-2018,fantasy-football-goblin-dice,Tabletop Games,Horndean UK,0,0,0,0,01-02-2018,1,31,680,0,0,0,01-02-2018,02-01-2018,ended
14 x 24 Space Themed Game Mat for any Card or Board Game,300,live,USD,02-24-2018,14-x-24-space-themed-game-mat-for-any-card-or-boar,Tabletop Games,Houston TX,35,0,0,0,02-09-2018,1,49,1132,0,0,0,02-09-2018,02-24-2018,ended
Fog Dice Tower for Dice Collectors and Tabletop Gamers,1200,live,USD,12-08-2017,fog-dice-tower-for-dice-collectors-and-tabletop-ga,Tabletop Games,Houston TX,49,2,5,16,11-22-2017,1,57,4182,0,0,0,11-08-2017,12-08-2018,ended
HEROES & VILLAINS,5800,live,USD,02-16-2018,heroes-and-villains-1,Tabletop Games,Houston TX,20,0,0,0,01-17-2018,0,8,135,0,0,0,01-17-2018,02-16-2018,ended
Jungle Fever: Resin cast and 3D printable scenery,500,live,EUR,01-22-2018,jungle-fever-resin-cast-and-3d-printable-scenery,Tabletop Games,Houston TX,2,0,0,14,01-08-2018,1,96,7424,0,0,0,01-08-2018,01-22-2018,ended
AGLAECA the RPG: An Age Of Heroes,3000,live,GBP,12-14-2017,aglaeca-the-rpg-an-age-of-heroes,Tabletop Games,Huddersfield UK,10,1,0,0,11-14-2017,0,30,975,1,12,2,11-14-2017,12-14-2017,ended
SUET the Card Game - Evil Geniuses & Dastardly Devices,500,live,USD,02-12-2018,suet-the-card-game-evil-geniuses-and-dastardly-dev,Tabletop Games,Hudson Falls NY,20,0,0,1,01-13-2018,1,76,2390,0,0,0,01-13-2018,02-12-2018,ended
5e Adventure - Ingen's Legacy,500,live,USD,12-01-2017,5e-adventure-ingens-legacy,Tabletop Games,Idaho Falls ID,3,0,20,31,11-22-2017,1,80,1181,0,0,0,11-01-2017,12-01-2017,ended
Dice Wars: Co-op Tactics Board Game with 28 Jumbo Unit Dice,10000,live,USD,12-31-2017,dice-wars-co-op-tactics-board-game-with-28-jumbo-u,Tabletop Games,Indianapolis IN,50,0,0,19,12-01-2017,1,496,26646,0,0,0,12-01-2017,12-31-2017,ended
Paws Against Humanity,25000,live,USD,01-28-2018,paws-against-humanity,Tabletop Games,Iowa City IA,25,6,0,0,11-29-2017,0,16,527,7,6,3,11-29-2017,01-28-2018,ended
Nemo's War: Nautilus Upgrades Expansion + Reprint,30000,live,USD,12-22-2017,nemos-war-nautilus-upgrades-expansion-reprint,Tabletop Games,Irvine CA,59,7,1,85,12-05-2017,1,4771,191005,0,0,0,12-05-2017,12-21-2018,ended
Thunder in the East,18000,live,USD,01-26-2018,thunder-in-the-east,Tabletop Games,Irvine CA,189,7,0,16,12-27-2017,1,633,66077,0,0,0,12-27-2017,01-26-2018,ended
Echidna Shuffle Relaunch,5000,live,USD,11-24-2017,echidna-shuffle-relaunch,Tabletop Games,Issaquah WA,24,1,11,42,11-22-2017,1,270,8847,0,0,0,10-25-2017,11-24-2018,ended
Crypt DugOut Fantasy Football Undead / Necromancer Display,250,live,EUR,02-13-2018,crypt-dugout-fantasy-football-undead-necromancer-d,Tabletop Games,Italia Italy,36,0,0,1,01-13-2018,1,25,2092,0,0,0,01-13-2018,02-13-2018,ended
ENTROPIA The card game,6000,live,EUR,11-23-2017,entropia-the-card-game,Tabletop Games,Italia Italy,9,0,3,42,11-22-2017,0,241,4468,0,3,48,11-02-2017,11-23-2017,ended
Occulte Predators Fantasy Football Team,5000,live,EUR,02-28-2018,occulte-predators-fantasy-football-team,Tabletop Games,Italia Italy,75,0,0,1,01-29-2018,0,18,1079,0,5,9,01-29-2018,02-09-2018,ended
Pain Pages - Escape from the Book,30000,live,EUR,01-08-2018,pain-pages-escape-from-the-book,Tabletop Games,Italia Italy,21,0,0,0,12-06-2017,0,4,514,0,1,0,12-06-2017,12-13-2017,ended
The Europa Incident | 2-4 Player Game of Near-Space Conquest,18000,live,EUR,02-28-2018,the-europa-incident-2-4-player-game-of-near-space,Tabletop Games,Italia Italy,29,1,1,19,01-29-2018,0,192,8853,2,7,48,01-29-2018,02-28-2018,ended
Dringa Games,1200,live,USD,12-06-2017,dringa-games,Tabletop Games,Jefferson City MO,18,0,0,0,11-22-2017,0,11,199,0,0,0,11-02-2017,12-06-2017,ended
Fields of War MG,5000,live,USD,12-03-2017,fields-of-war-mg,Tabletop Games,Jefferson City MO,25,0,3,5,11-22-2017,0,22,2581,0,4,5,11-03-2017,11-27-2018,ended
SKULLS AND BONES,500,live,USD,02-04-2018,skulls-and-bones,Tabletop Games,Jonesboro IN,20,0,0,9,01-19-2018,1,120,4226,0,0,0,01-19-2018,02-04-2018,ended
S.T.A.R. Troopers 3,2000,live,USD,12-16-2017,star-troopers-3,Tabletop Games,Jonesboro IN,75,0,1,0,12-01-2017,0,11,731,0,4,13,12-01-2017,12-08-2018,ended
Fields of Eleria,9000,live,USD,12-22-2017,fields-of-eleria,Tabletop Games,Kahului HI,5,0,0,0,11-21-2017,0,99,5555,0,9,18,11-21-2017,12-21-2018,ended
Portals and Prophets - the historical time travel game,12000,live,USD,12-07-2017,portals-and-prophets-the-historical-time-travel-ga-0,Tabletop Games,Kalamazoo MI,39,0,11,61,11-22-2017,1,308,16608,0,0,0,11-07-2017,12-07-2018,ended
Travel all over Japan and learn Japanese without effort,1000000,live,JPY,01-13-2018,scenic-japanese,Tabletop Games,Kanagawa Japan,4000,0,0,0,12-13-2017,0,4,17000,0,1,2,12-13-2017,12-14-2017,ended
Cities of the Black Scrolls - Modular Map-Tile Sets,3000,live,USD,12-22-2017,cities-of-the-black-scrolls-modular-map-tile-sets,Tabletop Games,Kansas City KS,8,1,1,39,11-23-2017,1,1032,81183,0,0,0,11-23-2017,12-21-2018,ended
Neanderthal & Greenland,10000,live,USD,02-09-2018,neanderthal-and-greenland,Tabletop Games,Karlsruhe Germany,10,8,0,62,01-10-2018,1,4090,273130,0,0,0,01-10-2018,02-09-2018,ended
ONS: One Night Stand,15000,live,CAD,01-20-2018,ons-one-night-stand,Tabletop Games,Kelowna Canada,25,1,0,0,12-05-2017,0,1,25,1,0,0,12-05-2017,12-12-2017,ended
Manual of Mythology Fae Deities & Shamanism - d20 RPGs,1400,live,USD,02-21-2018,manual-of-mythology-fae-deities-and-shamanism-d20,Tabletop Games,Kennewick WA,20,0,0,0,01-22-2018,1,81,2064,0,0,0,01-22-2018,02-21-2018,ended
Midford - Free the land!,9499,live,EUR,12-21-2017,midford-free-the-land,Tabletop Games,Kiel Germany,20,0,0,0,11-21-2017,0,14,431,0,0,0,11-21-2017,12-21-2017,ended
B.A.S.E. System - Take control of your battlefield!,5000,live,GBP,12-14-2017,base-system-take-control-of-your-battlefield,Tabletop Games,Kirkwall UK,10,0,2,8,11-14-2017,1,93,11790,0,0,0,11-14-2017,12-14-2018,ended
Enchanters: Lost Loot,7500,live,USD,12-31-2017,enchanters-lost-loot,Tabletop Games,Krakow Poland,30,0,0,41,12-11-2017,1,725,12952,0,0,0,12-11-2017,12-31-2017,ended
Printable Tabletop Terrain for Ancient Rome,300,live,EUR,02-01-2018,printable-tabletop-terrain-for-ancient-rome,Tabletop Games,Krempe Germany,40,0,0,8,01-02-2018,1,155,6123,0,0,0,01-02-2018,02-01-2018,ended
Printable Tabletop Terrain for Italy / Spain,300,live,EUR,12-19-2017,printable-tabletop-terrain-for-italy-spain,Tabletop Games,Krempe Germany,15,0,0,6,11-19-2017,1,118,4681,0,0,0,11-19-2017,12-19-2017,ended
Oubliettes Sorcery & Reavers (OS&R),1000,live,USD,12-06-2017,oubliettes-sorcery-and-reavers-osandr,Tabletop Games,La Plata MD,10,0,12,18,11-22-2017,1,104,1591,0,0,0,11-06-2017,12-06-2018,ended
Famous Movie Lines,7000,live,USD,12-01-2017,famous-movie-lines,Tabletop Games,Lakeland FL,20,0,1,0,11-22-2017,0,22,1645,0,1,0,10-31-2017,11-30-2017,ended
Warriors,2000,live,USD,03-27-2018,warriors,Tabletop Games,Lansing MI,15,0,0,0,01-26-2018,0,7,384,0,5,2,01-26-2018,02-26-2018,ended
